Name,Genre,ESRB_Rating,Platform,Critic_Score
Pac-Man Collection,Puzzle,E,GBA,4.8
Pokemon Ranger,Role-Playing,E,DS,6.6
Super Mario Maker,Platform,E,3DS,7.3
Madden NFL 13,Sports,E,X360,8
Mass Effect,Role-Playing,M,X360,9.2
FIFA 15,Sports,E,X360,6.9
Dragon Ball Z: Budokai 2,Fighting,T,PS2,5.4
Mortal Kombat (2011),Fighting,M,PS3,8.5
World Soccer Winning Eleven 7 International,Sports,E,PS2,9.2
Sega Superstars Tennis,Sports,E10,X360,6.9
Cooking Mama: Cook Off,Simulation,E,Wii,5.9
Hot Shots Golf 3,Sports,E,PS2,8.7
Call of Duty: Finest Hour,Shooter,T,PS2,4.1
Syphon Filter,Shooter,T,PS,9.2
Mafia III,Action-Adventure,M,PS4,6.9
Subnautica,Adventure,E10,PC,3.8
Colin McRae Rally,Racing,E,PS,7.9
1-2-Switch,Party,E10,NS,5.7
Wii Music,Music,E,Wii,5.6
Yokai Watch,Role-Playing,E10,3DS,7.7
The Elder Scrolls III: Morrowind,Role-Playing,T,XB,8.2
Prison Architect,Simulation,M,PC,9.6
Assassin's Creed: Brotherhood,Action,M,PS3,9.1
Fire Emblem Fates,Role-Playing,T,3DS,5.4
Command & Conquer: Red Alert,Strategy,T,PC,9.3
F-Zero,Racing,E,SNES,6.5
Yoshi's Story,Platform,E,N64,4.2
The Walking Dead: A Telltale Games Series,Adventure,M,PC,8
Metroid Prime,Shooter,T,GC,9.6
Zumba Fitness 2,Sports,E,Wii,4.4
Madden NFL 10,Sports,E,X360,8.6
BioShock,Shooter,M,X360,9.6
Yoshi's Island: Super Mario Advance 3,Platform,E,GBA,7
WWE SmackDown! vs. Raw,Fighting,T,PS2,9.3
Finding Nemo,Platform,E,GBA,7
Medal of Honor,Shooter,M,PS3,7
Diablo III: Ultimate Evil Edition,Role-Playing,M,PS4,6.1
The Legend of Zelda: A Link to the Past,Adventure,E,GBA,9.6
Gran Turismo (PSP),Racing,E,PSN,7.8
Need for Speed: Hot Pursuit,Racing,E10,PS3,8.9
Imagine: Fashion Designer,Simulation,E,DS,3
Killzone 3,Shooter,M,PS3,8.2
WWE SmackDown! Here Comes the Pain,Fighting,T,PS2,1.6
Tekken 5,Fighting,T,PS2,9
Trine 2,Platform,E10,PC,1.6
Skylanders: Spyro's Adventure,Action,E10,Wii,8
A Bug's Life,Platform,E,PS,3.6
WWF SmackDown! Just Bring It,Fighting,T,PS2,4.6
Mortal Kombat Trilogy,Fighting,M,PS,8.7
NBA Street,Sports,E,PS2,7
Jak II,Platform,T,PS2,5
Ratchet & Clank: Going Commando,Platform,T,PS2,8.7
The Sims,Simulation,T,PS2,6.9
Star Wars: The Force Unleashed,Action,T,X360,7.1
Saints Row: The Third,Action,M,X360,8.3
Battlefield 3,Shooter,M,PC,8.9
Resident Evil,Action,M,PS,8.6
Need for Speed: Most Wanted (2012),Racing,E10,PS3,7.4
Tetris DS,Puzzle,E,DS,8.5
L.A. Noire,Adventure,M,X360,9.1
Far Cry: Primal,Action-Adventure,M,PS4,7.2
Pokemon: Let's Go  Eevee!,Role-Playing,E,NS,8.3
Overwatch,Shooter,T,XOne,8.7
Need for Speed (2015),Racing,T,PS4,7
Madden NFL 13,Sports,E,PS3,8.3
Skate 3,Sports,T,X360,8.3
Tom Clancy's Rainbow Six: Siege,Shooter,M,XOne,4.2
Madden NFL 12,Sports,E,X360,7.8
Mario Party,Misc,E,N64,7.6
World of Warcraft: Mists of Pandaria,MMO,T,PC,2.4
Call of Duty 3,Shooter,T,X360,8
LEGO Star Wars II: The Original Trilogy,Action,E10,PS2,8.4
Madden NFL 11,Sports,E,X360,8.3
Burnout 3: Takedown,Racing,T,PS2,9.3
Mario Party: Island Tour,Party,E,3DS,5.5
Halo Wars,Strategy,T,X360,8.1
Call of Duty 2: Big Red One,Shooter,T,PS2,8.5
Medal of Honor,Shooter,T,PS,9.3
Guitar Hero: World Tour,Misc,T,X360,8.6
WWE SmackDown! Shut Your Mouth,Fighting,T,PS2,9.4
Final Fantasy XIII-2,Role-Playing,T,PS3,5.6
Medal of Honor Heroes,Shooter,T,PSP,6.7
Hannah Montana,Action,E,DS,6.5
Need for Speed: Shift,Racing,E,PS3,8.2
Tom Clancy's Splinter Cell,Action,T,PS2,2.3
Star Wars: Shadows of the Empire,Action,T,N64,6.6
Medal of Honor,Shooter,M,X360,7.3
NBA 2K12,Sports,E,X360,9.1
Midnight Club: Street Racing,Racing,T,PS2,5.8
NBA 2K13,Sports,E,PS3,8.9
NBA 2K19,Sports,E,PS4,5.4
ESPN NFL 2K5,Sports,E,PS2,8.2
Madden NFL 18,Sports,E,PS4,8.2
FIFA Soccer 10,Sports,E,X360,8.9
LittleBigPlanet,Platform,E,PSP,8.8
Harry Potter and the Chamber of Secrets,Adventure,E,PS2,2.2
Dead Rising 3,Action,M,XOne,3.2
Mario Strikers Charged,Sports,E10,Wii,7.7
Monster Hunter 3G,Role-Playing,T,3DS,7.6
Grand Theft Auto: Episodes from Liberty City,Adventure,M,X360,9
LEGO Star Wars: The Complete Saga,Action,E10,X360,9.4
Mario + Rabbids: Kingdom Battle,Strategy,E10,NS,8.3
Tom Clancy's The Division,Shooter,M,XOne,1.9
FIFA Soccer 09,Sports,E,PS3,8.6
NBA Live 2005,Sports,E,PS2,5.5
Mario & Luigi: Dream Team,Role-Playing,E10,3DS,8
Bastion,Role-Playing,E10,PC,8.5
WWE SmackDown vs. RAW 2007,Fighting,T,PS2,8
Skylanders Giants,Misc,E10,Wii,9.6
Ratchet & Clank: Up Your Arsenal,Platform,T,PS2,9.1
Madden NFL 08,Sports,E,PS2,2.8
Clubhouse Games,Misc,E,DS,8.3
NBA 2K14,Sports,E,X360,5.6
Ratchet & Clank Future: Tools of Destruction,Platform,E10,PS3,8.9
Dragon Age: Origins,Role-Playing,M,X360,8.5
FIFA 16,Sports,E,PS3,9
Pokemon Stadium 2,Strategy,E,N64,7.9
Madden NFL 09,Sports,E,X360,8.5
Mario Tennis Aces,Sports,E,NS,7.8
Crazy Taxi,Racing,T,PS2,8.2
Perfect Dark,Shooter,M,N64,9.7
Tomb Raider (2013),Action,M,PS3,8.9
Midnight Club: Los Angeles,Racing,T,PS3,8.3
PES 2009: Pro Evolution Soccer,Sports,E,PS2,9
Marvel: Ultimate Alliance,Role-Playing,T,X360,8.3
Crisis Core: Final Fantasy VII,Role-Playing,T,PSP,8.1
Dance Central,Music,T,X360,8.4
Diablo,Role-Playing,M,PC,8.7
Far Cry,Shooter,M,PC,8.6
Final Fantasy Tactics,Role-Playing,T,PS,8.8
Forza Horizon 3,Racing,E,XOne,9
Warcraft III: The Frozen Throne,Strategy,T,PC,9.2
Rise of the Tomb Raider,Adventure,M,PC,1.7
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Action,M,XB,9.8
NBA 2K15,Sports,E,PS4,7.7
Game Party,Misc,E,Wii,2.6
Mortal Kombat: Deadly Alliance,Fighting,M,PS2,8.2
Dungeon Defenders,Role-Playing,E10,PC,8.3
Mario Party 2,Misc,E,N64,6
Saints Row: The Third,Action,M,PS3,8.3
Tomb Raider: The Last Revelation,Action,T,PS,6.7
Assassin's Creed Origins,Action,M,XOne,9.3
Pure,Racing,E,X360,8.3
Rock Band,Misc,T,X360,9.1
Minecraft,Misc,E10,PSV,7.5
WarioWare Touched!,Puzzle,E,DS,7.8
Resistance 2,Shooter,M,PS3,8.5
Batman: Arkham City,Action,T,PC,9
Madden NFL 16,Sports,E,XOne,8.4
Mario Party 4,Misc,E,GC,7
Dying Light,Action,M,PS4,7.9
LEGO Harry Potter: Years 1-4,Adventure,E10,Wii,7.9
uDraw Studio,Misc,E,Wii,1.9
Madden NFL 17,Sports,E,XOne,8.1
Twisted Metal 2,Racing,T,PS,8.7
The Sims: Bustin' Out,Simulation,T,PS2,7.2
Paper Mario: Sticker Star,Role-Playing,E,3DS,3.8
Need for Speed Carbon: Own the City,Racing,E10,PSP,7.4
Donkey Kong Country Returns 3D,Platform,E,3DS,8.6
Kirby Star Allies,Platform,E10,NS,8.1
Sonic Adventure,Platform,E,DC,8.9
Tom Clancy's Rainbow Six: Vegas 2,Shooter,M,X360,8.2
God of War Collection,Action,M,PS3,9.2
Kinect: Disneyland Adventures,Action-Adventure,E10,X360,8.5
Pro Evolution Soccer 2011,Sports,E,PS3,6
ATV Offroad Fury,Racing,E,PS2,8.4
Pokemon Colosseum,Role-Playing,E,GC,7
NBA 2K16,Sports,E10,XOne,8.3
Halo: Combat Evolved Anniversary,Shooter,M,X360,8
Need for Speed: ProStreet,Racing,E10,PS2,1.1
Tetris Plus,Puzzle,E,PS,6.2
Forza Motorsport 5,Racing,E,XOne,9.7
Midnight Club: Los Angeles,Racing,T,X360,8
Dino Crisis,Action,M,PS,8.9
Monster Hunter Freedom 2,Role-Playing,T,PSP,7.6
Theme Hospital,Strategy,E,PC,5.5
God of War: Ascension,Action,M,PS3,1.9
Madden NFL 11,Sports,E,PS3,8.4
Batman: Arkham Origins,Action-Adventure,T,PS3,3.4
Frogger's Adventures: Temple of the Frog,Adventure,E,GBA,6.7
Zumba Fitness,Sports,E,X360,5.5
Mario & Sonic at the London 2012 Olympic Games,Sports,E,Wii,6.8
Guitar Hero,Misc,T,PS2,8
Dead Island,Action,M,X360,7
WCW/nWo Revenge,Fighting,E,N64,2.4
Ratchet & Clank (2016),Platform,E10,PS4,3.8
Madden NFL 08,Sports,E,X360,8.7
The Incredibles,Action,T,PS2,5.9
Tony Hawk's Underground 2,Sports,T,PS2,6
Kirby: Triple Deluxe,Platform,E,3DS,7.8
Madden NFL 10,Sports,E,PS3,8.5
Sonic's Ultimate Genesis Collection,Misc,E10,PS3,8.1
Sleeping Dogs,Action-Adventure,M,PC,8.5
Kirby's Dream Land 2,Platform,E,GB,2.6
Pokemon Mystery Dungeon: Red Rescue Team,Role-Playing,E,GBA,2.5
Destiny 2,Shooter,T,XOne,2.3
Donkey Kong Land 2,Platform,E,GB,4.5
Dragon Quest Monsters,Role-Playing,E,GB,6.3
Pokemon Ranger: Shadows of Almia,Role-Playing,E,DS,6.7
WarioWare: Smooth Moves,Puzzle,E,Wii,8.2
LEGO Indiana Jones: The Original Adventures,Adventure,E10,Wii,7.8
Lego Marvel Super Heroes,Action,E10,X360,6
WWE SmackDown vs Raw 2008,Fighting,T,PS2,7.5
Dragon Age: Inquisition,Role-Playing,M,PS4,8.8
Kinect Sports: Season Two,Sports,E10,X360,6.6
Madden NFL 25,Sports,E,X360,7.8
Art Academy,Misc,E,DS,6.8
My Fitness Coach,Sports,E,Wii,7.1
Assassin's Creed IV: Black Flag,Action,M,XOne,8.3
Mario Super Sluggers,Sports,E,Wii,6.7
Mario Tennis,Sports,E,N64,8.8
Grand Theft Auto,Action,M,PS,6
James Bond 007: Everything or Nothing,Shooter,T,PS2,7.7
Mafia II,Action,M,PC,7.6
Need for Speed: High Stakes,Racing,E,PS,4.1
Mario Paint,Misc,E,SNES,5.1
The Sims 3,Simulation,T,X360,8
Cool Boarders 3,Sports,E,PS,5.2
LEGO Star Wars: The Complete Saga,Action,E10,PS3,8
Chrono Trigger,Role-Playing,E,SNES,8.8
Final Fantasy III,Role-Playing,E10,DS,7.4
Resident Evil 4,Action,M,PS2,9.6
LEGO Harry Potter: Years 1-4,Adventure,E10,DS,8
Dead Island,Action,M,PS3,6.7
Need for Speed Underground 2,Racing,E,XB,9.3
Pro Evolution Soccer 2010,Sports,E,PS3,7
The Legend of Zelda: The Wind Waker,Action-Adventure,E10,WiiU,9.3
Darksiders: Warmastered Edition,Action-Adventure,M,PC,6.6
FIFA Soccer 09,Sports,E,PS2,5
TOCA Championship Racing,Racing,E,PS,8
Star Wars Battlefront II (US sales),Shooter,T,PS2,8.6
Animal Crossing,Simulation,E,GC,8.3
Classic NES Series: Super Mario Bros.,Platform,E,GBA,8.3
Kirby Squeak Squad,Platform,E,DS,7.3
Madden NFL 12,Sports,E,PS3,7.8
No Man's Sky,Action-Adventure,T,PS4,6.8
Cool Boarders 2,Sports,E,PS,8.7
Dynasty Warriors 4,Action,T,PS2,7.5
Guitar Hero III: Legends of Rock,Misc,T,PS3,8.2
Just Dance Kids,Misc,E,Wii,7.2
Madden NFL 15,Sports,E,PS4,6
Call of Duty 3,Shooter,T,Wii,6.8
Batman: Arkham Asylum,Action,T,PC,9.3
Fire Emblem: Awakening,Role-Playing,T,3DS,9
Sonic Advance,Platform,E,GBA,7.6
Super Mario All-Stars: Limited Edition,Platform,E,Wii,7.2
Spyro: Season of Ice,Platform,E,GBA,4.6
Dance Dance Revolution X2,Simulation,E10,PS2,4.2
Battlefield V,Shooter,M,PS4,1.8
Prince of Persia: The Sands of Time,Adventure,T,PS2,9
FIFA 19,Sports,E,XOne,5.4
Star Wars: The Force Unleashed,Action,T,PS3,6.8
The Legend of Zelda: Link's Awakening DX,Adventure,E,GBC,9.4
NBA 2K14,Sports,E,PS3,6.3
Darkest Dungeon,Role-Playing,T,PC,6.6
Guitar Hero II,Misc,T,X360,9.2
LEGO Indiana Jones: The Original Adventures,Adventure,E,DS,9.5
Need for Speed: Hot Pursuit,Racing,E10,X360,8.8
Rock Band 2,Misc,T,X360,9.2
Wario Land 3,Platform,E,GB,9.1
Wario Land 4,Platform,E,GBA,7.2
Yokai Watch Blasters: Red Cat Corps / White Dog Squad,Role-Playing,E10,3DS,7.4
BioShock 2,Shooter,M,X360,8.6
High School Musical: Makin' the Cut!,Puzzle,E,DS,7.3
Final Fantasy XIII,Role-Playing,T,X360,8.1
Skylanders SWAP Force,Platform,E10,Wii,4.9
FIFA 15,Sports,E,XOne,7.9
Star Wars: Knights of the Old Republic,Role-Playing,T,XB,9.4
Donkey Kong Country,Platform,E,GBC,9.1
Mario Party 10,Misc,E,WiiU,6.3
Pro Evolution Soccer 2012,Sports,E,PS3,7.5
Saints Row,Action,M,X360,8
Need for Speed: Payback,Racing,T,PS4,5.8
ATV Offroad Fury 2,Racing,E,PS2,8.7
Destiny: The Taken King,Shooter,T,PS4,4.2
Mario Party 5,Misc,E,GC,5.9
Star Wars: Rogue Squadron,Simulation,T,N64,9
Scribblenauts,Puzzle,E10,DS,8.2
PlayerUnknown's Battlegrounds,Shooter,T,XOne,6.7
Need for Speed Rivals,Racing,E10,PS4,6.9
PlayStation VR Worlds,Misc,M,PS4,6.7
Devil May Cry,Action,M,PS2,9.1
The Sims: House Party,Simulation,T,PC,2.1
Your Shape featuring Jenny McCarthy,Sports,E,Wii,6
Syphon Filter 2,Shooter,M,PS,8
Battlefield: Hardline,Shooter,M,PS4,3
Mario & Luigi: Superstar Saga,Role-Playing,E,GBA,8.8
Mario & Sonic at the Olympic Games,Sports,E,Wii,7.2
SimCity 2000,Simulation,E,PC,8
Super Mario RPG: Legend of the Seven Stars,Role-Playing,E,SNES,3.2
Call of Duty: Roads to Victory,Shooter,T,PSP,6.1
Dance Dance Revolution Extreme,Simulation,E,PS2,3.5
NBA 2K12,Sports,E,PS3,9
Borderlands,Shooter,M,PS3,8.2
Mortal Kombat (2011),Fighting,M,X360,8.6
Project Gotham Racing,Racing,E,XB,8.4
Golf,Sports,E,GB,3.8
NBA 2K11,Sports,E,X360,8.8
Tony Hawk's Pro Skater,Sports,E,N64,9.3
PES 2009: Pro Evolution Soccer,Sports,E,PS3,7.7
Need for Speed: Hot Pursuit 2,Racing,E,PS2,8.7
Scooby-Doo! Night of 100 Frights,Platform,E,PS2,7.7
ARMS,Fighting,E10,NS,7.9
Killzone: Shadow Fall,Shooter,M,PS4,9
Kirby: Nightmare in Dream Land,Platform,E,GBA,8.1
Onimusha 2: Samurai's Destiny,Adventure,M,PS2,8.5
Battlefield 4,Shooter,M,XOne,6.7
Need for Speed: Most Wanted 5-1-0,Racing,E10,PSP,7.4
Just Dance 2015,Music,E10,Wii,7.7
Dark Souls III,Role-Playing,M,PS4,1.9
Finding Nemo,Action,E,PS2,9.5
Madden NFL 15,Sports,E,X360,9.2
Grand Theft Auto: Episodes from Liberty City,Adventure,M,PS3,9
Tetris Worlds,Puzzle,E,PS2,9.6
Sim Theme Park,Strategy,E,PC,8.1
Rock Band,Misc,T,Wii,8.2
Portal 2,Shooter,E10,X360,9.6
Donkey Kong Country: Tropical Freeze,Platform,E,NS,9.1
Mario Party 7,Misc,E,GC,6
Wipeout: The Game,Misc,E10,Wii,3.8
Metal Gear Solid: Peace Walker,Action,T,PSP,8.6
Spec Ops: Airborne Commando,Shooter,T,PS,2.3
Dance Dance Revolution: Hottest Party,Simulation,E10,Wii,8.6
The Sims 2: Pets,Simulation,E,DS,4.8
Rise of the Tomb Raider,Adventure,M,PS4,5.9
UFC 2009 Undisputed,Fighting,T,X360,8.4
Yu-Gi-Oh! The Eternal Duelist Soul,Strategy,E,GBA,6.2
LittleBigPlanet 3,Platform,E,PS4,6.2
Professor Layton and the Last Specter,Adventure,E10,DS,8.4
The Incredibles,Action,E,GBA,5.4
Call of Duty 2,Shooter,T,X360,8.8
Hitman: Absolution,Action,M,PS3,3.2
Toy Story 3: The Video Game,Action,E,DS,7.3
R4: Ridge Racer Type 4,Racing,E,PS,9.1
Tom Clancy's Splinter Cell: Conviction,Action,M,X360,8.6
Need for Speed: Undercover,Racing,T,PS3,5.9
Need for Speed: ProStreet,Racing,E10,X360,7.1
The Elder Scrolls Online: Tamriel Unlimited,MMO,M,PS4,5.1
Mortal Kombat vs DC Universe,Fighting,T,PS3,7.6
Dark Souls,Role-Playing,M,PS3,9
Middle-Earth: Shadow of War,Action,M,PS4,6.7
SOCOM: U.S. Navy SEALs: Combined Assault,Shooter,T,PS2,8.8
Need for Speed: ProStreet,Racing,E10,PS3,7.2
Madden NFL 25,Sports,E,PS3,7.5
Carnival Games,Misc,E,DS,8.8
Peter Jackson's King Kong: The Official Game of the Movie,Action,T,PS2,6.1
Dead or Alive 3,Fighting,T,XB,8.3
PGR4 - Project Gotham Racing 4,Racing,E,X360,8.6
Dance Central 2,Music,T,X360,8.6
Dragon Quest XI: Echoes of an Elusive Age,Role-Playing,T,PS4,10
NBA 2K17,Sports,E,XOne,8.8
Skate 3,Sports,T,PS3,1.7
1080: TenEighty Snowboarding,Sports,E,N64,9.1
Mario Hoops 3 on 3,Sports,E,DS,7.1
Serious Sam 3: BFE,Shooter,M,PC,7
Rayman Raving Rabbids: TV Party,Misc,E10,Wii,7.1
NBA Live 2004,Sports,E,PS2,1.9
The Sims 3,Simulation,T,PS3,8.1
Onimusha: Warlords,Action,M,PS2,8.7
Just Dance 3,Misc,E10,X360,5.5
Rocket League,Sports,E,PS4,8.7
NBA 2K18,Sports,E10,XOne,7.7
Call of Duty: Black Ops 3,Shooter,M,X360,6.9
Need for Speed: The Run,Racing,T,PS3,6.3
Dragon Ball: Xenoverse,Fighting,T,PS4,2
Dead Space,Shooter,M,PS3,8.9
Bloodborne,Role-Playing,M,PS4,8.2
Detroit: Become Human,Adventure,M,PS4,8
Diablo II: Lord of Destruction,Role-Playing,M,PC,6.4
Dragon Quest Monsters: Joker 2,Role-Playing,E10,DS,8.1
Driveclub,Racing,E,PS4,7.2
Planet Coaster,Simulation,E,PC,6.4
Your Shape: Fitness Evolved,Sports,E,X360,7
The Legend of Zelda: Ocarina of Time 3D,Adventure,E10,3DS,9.3
TouchMaster,Puzzle,E10,DS,6.9
Mortal Kombat vs DC Universe,Fighting,T,X360,7.6
Tenchu: Stealth Assassins,Action,M,PS,8.8
Tennis,Sports,E,GB,8
Harry Potter and the Chamber of Secrets,Adventure,E,GBA,7.2
Just Cause 3,Action-Adventure,M,PS4,7.5
Donkey Kong Country: Tropical Freeze,Platform,E,WiiU,8.8
Harry Potter and the Chamber of Secrets,Adventure,E,PS,4.4
Mario Sports Mix,Sports,E,Wii,6
SimCity,Simulation,E,SNES,5.2
BioShock Infinite,Shooter,M,X360,1.1
Spyro: Enter the Dragonfly,Platform,E,PS2,9.7
Resident Evil 6,Action,M,X360,9
Dishonored 2,Action,M,PS4,2.2
Hot Shots Golf: Open Tee,Sports,E10,PSP,8.4
Lego Marvel Super Heroes,Action,E10,PS3,6.6
Tom Clancy's Rainbow Six: Vegas,Shooter,T,X360,8.8
Crash Nitro Kart,Racing,E,PS2,5.7
Grand Theft Auto: San Andreas,Action,M,XB,9.2
Pokemon Battle Revolution,Role-Playing,E,Wii,5.2
Star Wars: Dark Forces,Shooter,T,PC,1.7
Call of Duty: Black Ops 3,Shooter,M,PS3,1.1
Burnout Paradise,Racing,E10,PS3,9
NBA Street Vol. 2,Sports,E,PS2,4.1
Forza Horizon,Racing,T,X360,2.2
Def Jam Vendetta,Fighting,T,PS2,5.9
Who Wants to be a Millionaire,Misc,E,PC,1.2
Scooby Doo and the Cyber Chase,Adventure,E,PS,9.5
Yoshi's New Island,Platform,E,3DS,8.1
FIFA Soccer 09,Sports,E,X360,8.7
Call of Duty: World at War,Shooter,M,Wii,8.1
Jet Moto 2,Racing,E,PS,1.1
Tom Clancy's Ghost Recon,Shooter,M,PS2,2.2
X-Men Legends,Role-Playing,T,PS2,8.6
Mortal Kombat II,Fighting,M,SNES,5.6
Virtua Fighter 2,Fighting,T,SAT,1.4
The Legend of Zelda: Oracle of Ages,Adventure,E,GBC,9.4
Guitar Hero: World Tour,Misc,T,PS3,8.5
Red Faction,Shooter,M,PS2,9.1
The Sims: Makin' Magic,Simulation,T,PC,7.7
MX Unleashed,Racing,E,PS2,2.4
PaRappa The Rapper,Misc,E,PS,9.2
Star Wars Battlefront II (2017),Shooter,T,XOne,3.2
Need for Speed: Shift,Racing,E,X360,8.2
Postal 2,Shooter,M,PC,4.8
Lego Marvel Super Heroes,Action,E10,PS4,2.9
LEGO City Undercover: The Chase Begins,Action,E,3DS,6.2
Mario Party 3,Misc,E,N64,7
Paper Mario: The Thousand-Year Door,Role-Playing,E,GC,9
Madden NFL 18,Sports,E,XOne,8.8
Star Wars Rogue Leader: Rogue Squadron II,Simulation,T,GC,9.2
Tomb Raider (2013),Action,M,X360,8.5
Dead Rising,Action,M,X360,8.4
Dissidia: Final Fantasy,Fighting,T,PSP,8.1
Dragon Ball: Xenoverse 2,Action,T,PS4,7.1
Dragon Quest Monsters: Joker,Role-Playing,E10,DS,7.6
Monster Hunter Tri,Role-Playing,T,Wii,8.1
Parasite Eve,Role-Playing,M,PS,7.9
Batman: Arkham Origins,Action-Adventure,T,X360,8.1
Until Dawn,Adventure,M,PS4,6.4
Monopoly,Misc,E,Wii,4.2
Minecraft,Sandbox,E10,NS,9.2
Ratchet & Clank Future: A Crack in Time,Platform,E10,PS3,8.7
Madden NFL 09,Sports,E,PS3,8.6
Toy Story Mania!,Misc,E,Wii,4.8
Game Party 2,Misc,E,Wii,9
Tetris DX,Puzzle,E,GBC,8.6
Yu-Gi-Oh! Forbidden Memories,Role-Playing,E,PS,7
Mortal Kombat: Deception,Fighting,M,PS2,7.4
Medal of Honor: European Assault (All Region sales),Shooter,T,PS2,3.3
WCW Nitro,Fighting,E,PS,8.7
The Long Dark,Simulation,T,PC,7.3
High School Musical: Sing It!,Misc,E,PS2,8.7
FIFA 2000,Sports,E,PS,8.8
inFAMOUS 2,Action,T,PS3,8.1
Star Wars: The Force Unleashed,Action,T,Wii,6.8
The Legend of Zelda: Oracle of Seasons,Adventure,E,GBC,9.3
Madden NFL 06,Sports,E,XB,1.4
Shrek 2,Platform,E,PS2,6.9
Sonic Classic Collection,Platform,E,DS,7.5
The Legend of Dragoon,Role-Playing,T,PS,7.8
Turok 2: Seeds of Evil,Shooter,M,N64,9
The Evil Within,Action,M,PS4,7.7
Max Payne 3,Shooter,M,PS3,7.1
NBA Live 2002,Sports,E,PS2,8.6
Jak 3,Platform,T,PS2,5.7
Batman: Arkham Origins,Action-Adventure,T,PC,8.5
Kirby's Epic Yarn,Platform,E,Wii,8.7
Phineas and Ferb,Action,E,DS,5.3
Forza Horizon 4,Racing,E,XOne,9.2
NCAA Football 06,Sports,E,PS2,7.2
Rayman Raving Rabbids 2,Misc,E10,Wii,6.6
Watch Dogs,Action-Adventure,M,PS3,2.2
Jet Moto,Racing,E,PS,3.1
Hey You  Pikachu!,Simulation,E,N64,2.1
Sonic Mega Collection Plus,Misc,E,PS2,9.9
The Elder Scrolls V: Skyrim Special Edition,Role-Playing,M,XOne,8.1
Air Combat,Simulation,E,PS,7
Demon's Souls,Role-Playing,M,PS3,9.1
Donkey Kong Country,Platform,E,GBA,7.5
Star Fox Adventures,Adventure,T,GC,8.1
Wolfenstein: The New Order,Shooter,M,PC,9.3
BioShock Infinite,Shooter,M,PS3,9.5
Namco Museum,Misc,E,PS2,9.5
The Sims: Hot Date,Simulation,T,PC,8
The Orange Box,Shooter,M,X360,9.7
DDRMAX2: Dance Dance Revolution,Simulation,E,PS2,5.7
Crazy Taxi,Racing,T,DC,9.3
NBA 2K11,Sports,E,PS3,6.3
Sly 2: Band of Thieves,Platform,E,PS2,4.8
Guitar Hero: World Tour,Misc,T,PS2,2.5
Madden NFL 07,Sports,E,X360,8.2
Sonic Advance 2,Platform,E,GBA,6.4
Namco Museum DS,Misc,E,DS,8
Sonic Colors,Platform,E,Wii,7.7
NFL GameDay 2000,Sports,E,PS,6.9
Kirby's Return to Dreamland,Platform,E10,Wii,7.6
New Play Control! Mario Power Tennis,Sports,E,Wii,6.6
Samurai Warriors,Action,T,PS2,7.2
LEGO Star Wars III: The Clone Wars,Action,E10,Wii,7.5
The Crew,Racing,T,PS4,1.6
Midnight Club II,Racing,T,PS2,1.8
SpongeBob SquarePants: SuperSponge,Action,E,PS,3.3
The Getaway: Black Monday,Action,M,PS2,5.2
Far Cry 5,Action,M,XOne,7.2
Mad Max (2013),Action,M,PC,8.1
50 Cent: Bulletproof,Action,M,PS2,4.2
Dynasty Warriors 3,Action,T,PS2,1.8
Kirby 64: The Crystal Shards,Platform,E,N64,7.9
UFC 2009 Undisputed,Fighting,T,PS3,8.4
Dragon's Dogma,Role-Playing,M,PS3,1.6
High School Musical: Sing It!,Misc,E,Wii,6.4
Ori and the Blind Forest: Definitive Edition,Platform,E,PC,4.6
WWF Attitude,Fighting,T,PS,7.7
The SpongeBob SquarePants Movie,Platform,E,PS2,6.6
Sonic the Hedgehog 3,Platform,E,GEN,5.1
The Legend of Zelda: The Minish Cap,Adventure,E,GBA,8.9
Wii Party U,Party,E,WiiU,6.6
Def Jam: Fight for NY,Fighting,M,PS2,6.7
Tom Clancy's Ghost Recon,Shooter,M,XB,6.5
State of Emergency,Action,M,PS2,8
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,Action,E,GBA,1.9
Kinect Star Wars,Action,T,X360,9.1
The Urbz: Sims in the City,Simulation,T,PS2,7.4
Star Wars: Starfighter,Simulation,T,PS2,2.5
Madden NFL 2000,Sports,E,PS,5.7
Just Cause 2,Action,M,PS3,8.3
Star Wars Battlefront,Shooter,T,XB,1.1
Metal Gear Solid V: The Phantom Pain,Action,M,PC,9.3
For Honor,Action,M,PS4,6.8
FIFA Soccer 08,Sports,E,PS3,8.5
Crackdown,Shooter,M,X360,8.4
Dance Dance Revolution X,Simulation,E10,PS2,7.1
Mortal Kombat X,Fighting,M,XOne,1.9
Star Wars Episode I: The Phantom Menace,Adventure,T,PS,6.3
Xenosaga Episode I: Der Wille zur Macht,Role-Playing,T,PS2,8.7
Max Payne 3,Shooter,M,PC,9
NBA 2K15,Sports,E,XOne,8.8
Naruto Shippuden: Ultimate Ninja Storm 4,Fighting,T,PS4,7.4
The Witcher 3: Wild Hunt,Role-Playing,M,XOne,4.6
NBA 2K19,Sports,E,XOne,9.4
Madden NFL 99,Sports,E,PS,1.4
Cuphead,Action,E10,PC,3
Shadow of the Tomb Raider,Action-Adventure,M,PS4,3.8
